name,address,phone,category,lat,lng,id,url
남영역찹쌀잉어빵,서울 용산구 청파동3가 12-4,,음식점 > 간식,37.542045123684375,126.97096491548787,1033235457,https://pcmap.place.naver.com/place/1033235457
다이빙룸,서울 용산구 청파동3가 90-4,070-7755-1420,음식점 > 술집 > 와인바,37.54196183539774,126.96939551612483,1202589603,https://pcmap.place.naver.com/place/1202589603
동아냉면 숙대2호점,서울 용산구 청파동3가 24-24,02-703-2796,음식점 > 한식 > 냉면,37.544459448704394,126.969560835556,33878557,https://pcmap.place.naver.com/place/33878557
베나레스 숙대점,서울 용산구 청파동2가 76-2,02-714-9982,음식점 > 아시아음식 > 인도음식,37.54468992842243,126.9688851940145,20510788,https://pcmap.place.naver.com/place/20510788
레이브피자,서울 용산구 청파동3가 102,010-8376-8121,음식점 > 양식 > 피자,37.5434874289865,126.970182453206,1420182118,https://pcmap.place.naver.com/place/1420182118
교촌치킨 숙대점,서울 용산구 청파동2가 90-11,02-707-2577,음식점 > 치킨 > 교촌치킨,37.54494152833191,126.96973603362731,1805379721,https://pcmap.place.naver.com/place/1805379721
츄르츄르라멘,서울 용산구 청파동3가 104,02-707-0410,음식점 > 일식 > 일본식라면,37.5435414419424,126.969996856912,1116654116,https://pcmap.place.naver.com/place/1116654116
상록수,서울 용산구 청파동2가 99-2,02-704-8892,"음식점 > 한식 > 육류,고기",37.5457876314379,126.969990298768,1090397990,https://pcmap.place.naver.com/place/1090397990
포36거리 숙대점,서울 용산구 청파동2가 64-28,02-701-4328,음식점 > 아시아음식 > 동남아음식 > 베트남음식,37.5448711681694,126.966116157989,39402518,https://pcmap.place.naver.com/place/39402518
동대문엽기떡볶이 숙대입구점,서울 용산구 청파동3가 24-45,02-3272-5252,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,37.54418481642555,126.97023762205465,20288082,https://pcmap.place.naver.com/place/20288082
스튜디오포비피엠,서울 용산구 청파동3가 24-37,010-2118-4010,음식점 > 술집 > 칵테일바,37.5443240620028,126.968655638301,1381838107,https://pcmap.place.naver.com/place/1381838107
경성양꼬치 숙대점,서울 용산구 청파동3가 48-4,02-706-6887,음식점 > 중식 > 양꼬치,37.54368664156464,126.97054786637156,19587647,https://pcmap.place.naver.com/place/19587647
몽소,서울 용산구 청파동2가 90-18,02-706-7646,"음식점 > 간식 > 제과,베이커리",37.5449081018255,126.969388653859,37564978,https://pcmap.place.naver.com/place/37564978
네코노스시 숙대점,서울 용산구 청파동2가 67-2,02-712-2165,음식점 > 일식 > 초밥,37.5452426499787,126.967071042743,1053376088,https://pcmap.place.naver.com/place/1053376088
포라임 숙대점,서울 용산구 청파동2가 55-1,02-6418-0079,음식점 > 아시아음식 > 동남아음식 > 베트남음식,37.5451450224107,126.965944034218,33141786,https://pcmap.place.naver.com/place/33141786
라리에또 숙대점,서울 용산구 청파동2가 60-1,02-715-9241,음식점 > 양식 > 이탈리안,37.545575949935376,126.96682194759371,13311230,https://pcmap.place.naver.com/place/13311230
육쌈냉면 숙대점,서울 용산구 청파동3가 111-59,02-703-6392,음식점 > 한식 > 냉면 > 육쌈냉면,37.5445578628454,126.966971765881,31357362,https://pcmap.place.naver.com/place/31357362
리또리또,서울 용산구 청파동3가 111-38,02-707-1906,음식점 > 양식 > 멕시칸,37.54474886706525,126.96694452389264,229295571,https://pcmap.place.naver.com/place/229295571
숙대소반,서울 용산구 청파동3가 113-3,02-716-7009,음식점 > 한식,37.5441002597325,126.96734764634,37392079,https://pcmap.place.naver.com/place/37392079
쉬즈베이글 숙대점,서울 용산구 청파동2가 80-1,070-4184-0513,음식점 > 카페,37.54491166995359,126.96925060034039,1665075125,https://pcmap.place.naver.com/place/1665075125
한끼마끼 숙대점,서울 용산구 청파동2가 60-17,070-4799-0901,음식점 > 퓨전요리 > 퓨전일식,37.5452875760406,126.966629706808,1166438941,https://pcmap.place.naver.com/place/1166438941
샐러디 숙명여대점,서울 용산구 청파동2가 63-5,02-2039-8176,음식점 > 샐러드 > 샐러디,37.545067771838596,126.96677012028513,1964695450,https://pcmap.place.naver.com/place/1964695450
키토리,서울 용산구 청파동3가 109-30,070-4007-8358,음식점 > 분식,37.5444167026681,126.968050211291,1775521249,https://pcmap.place.naver.com/place/1775521249
마시앤바시,서울 용산구 청파동3가 109-16,02-717-3855,음식점 > 양식,37.5445257416207,126.968116927293,385441394,https://pcmap.place.naver.com/place/385441394
어바웃샤브 숙명여대점,서울 용산구 청파동3가 27-1,02-711-5792,음식점 > 샤브샤브 > 어바웃샤브,37.54432868834838,126.96911618350053,23493638,https://pcmap.place.naver.com/place/32873972
또와또 본점,서울 용산구 청파동3가 111-23,02-716-6930,음식점 > 분식 > 떡볶이,37.5447308951052,126.967116530699,21719367,https://pcmap.place.naver.com/place/21719367
비일,서울 용산구 청파동2가 71-74,010-7551-7174,음식점 > 양식,37.544639393677016,126.96858761207027,1824409156,https://pcmap.place.naver.com/place/1824409156
탕화쿵푸마라탕 숙대점,서울 용산구 청파동2가 63-21,02-6015-7888,음식점 > 중식 > 중국요리 > 탕화쿵푸마라탕,37.5451054512827,126.966197525508,1541398664,https://pcmap.place.naver.com/place/1541398664
춘리마라탕 숙대점,서울 용산구 청파동3가 26-15,02-6949-2969,음식점 > 중식 > 중국요리,37.5442306573655,126.969804214831,1057601793,https://pcmap.place.naver.com/place/1057601793
타코비 숙명여대점,서울 용산구 청파동2가 71-40,010-4020-6040,음식점 > 일식 > 타코비,37.54451679888545,126.96836700769335,729583733,https://pcmap.place.naver.com/place/729583733
홍곱창 숙명여대점,서울 용산구 청파동3가 107-31,02-707-0092,음식점 > 한식 > 육류 > 곱창,37.5443924582687,126.968356876134,457840624,https://pcmap.place.naver.com/place/457840624
다온베이글,서울 용산구 청파동3가 107-44,02-701-3533,음식점 > 카페,37.5441068986313,126.968570862064,1031687549,https://pcmap.place.naver.com/place/1031687549
빨봉분식 숙명여대점,서울 용산구 청파동2가 64-13,02-701-5282,음식점 > 분식,37.5448604531026,126.966455634881,35357170,https://pcmap.place.naver.com/place/35357170
루다브레드,서울 용산구 청파동2가 55-4,0507-1364-2137,음식점 > 간식 > 제과,37.5449863392771,126.965574081256,1634250257,https://pcmap.place.naver.com/place/1634250257
행복한떡집,서울 용산구 청파동2가 67-5,02-712-7837,음식점 > 간식 > 떡,37.5450480769939,126.967225022705,37323044,https://pcmap.place.naver.com/place/37323044
먼데이피크닉,서울 용산구 청파동2가 90-17,0502-5550-5193,음식점 > 카페 > 테마카페 > 디저트카페,37.5449819725988,126.969345623791,1156600106,https://pcmap.place.naver.com/place/1156600106
바론김밥,서울 용산구 청파동2가 1-17,070-4120-8848,음식점 > 분식,37.5485418996623,126.96330805623,1812852312,https://pcmap.place.naver.com/place/1812852312
