place_name,review,emotion_tags
가야해장,"맑은해장국 강추, 고기 푹삶아서 부들부들하고 뼈에서 잘 떨어져서 먹기도 편하고 국물이랑 고기맛이 깔끔함. 떡갈비는 생각보다 꽤 크고 간만에 가게에서 직접 만든 것 같은 느낌이라 푸짐하게 먹어서 꼭 먹어봐야 함","['분위기좋음', '양많음', '속풀이']"
가야해장,"오픈했다고 하던데
와보니 인테리어도 특색있고 해장국도 개운하니 맛있어요!!
오픈이벤트라서 할인도 되고요
직원들도 친절하네요!
메뉴가 다양한데 오늘은 혼자와서 여러가지 맛보지 못해 아쉬웠어요~
다음에는 친구들이랑 와서 한잔해야겠어요!!
단골예약입니다! 굿굿","['재방문', '친절함', '속풀이', '분위기좋음']"
가야해장,"오늘 오픈했다고 하더라고요!
인테리어가 너무 멋져요~ 구경하는 재미도 있고요
음식도 맛있고 푸짐해요!
친구들이랑 식사했는데 직원분들도 친절하시고요
다음엔 가족들이랑도 와야겠어요~!
번창하세요^^","['분위기좋음', '친절함', '양많음']"
가야해장,맛과 분위기 대비 서비스가 솔직히 너무 사무적인것을 넘어 점점기분이 나쁠만큼 대화의 질이 좋지 않네요~~솔직히 다음에 지인들과 오고 싶지 않네요~~맛있는데 그래서 더욱 아쉽네요,['분위기좋음']
가야해장,"깔끔해요~ 매장에서 먹고 싶지만 집이 멀어서 얼릉 포장해서
대중교통 타고 고고씽~
깍두기가 살짝 열려서 고생했어요~
근데 맛은 끝내줍니다
양선지해장국 너무 맛나게 잘 먹었어요~
소스도 깍두기 뭐하나 흠잡을때 없어요~
다음에는 매장에서 먹어야겠어요~","['포장추천', '분위기좋음', '속풀이']"
가야해장,"너무 너무 맛있고
무엇보다 직원분들이 엄청엄청 친절해요
배도, 마음도 채워갑니다♡",['친절함']
가야해장,💕 서울목해장국~~ 대표메뉴 양선지해장국 정말 맛있어요 👍,['속풀이']
가야해장,"오픈하자마자 바로 오픈런 후다닥해서 왔는데
어제 먹었던 술이 그냥 싹 내려가네요
해장국 원탑 맛집 추천ㅠ. 담엔. 술메뉴도 있던데
술안주에 쐬주에 일품진로까지. 먹어야겠누ㅠㅠ",['속풀이']
가야해장,💕서울 목해장국 ~~ 맛있어요 ~~^^ 해장은 양선지해장국이 최고입니다 ~~,['속풀이']
가야해장,"언니가 불스지 생각 난다고해서 조카랑 셋이 다녀왔어요. 조카는 불고기랑 한공기 뚝딱! 언니랑 저도 배 두둑히 맛나게 먹고 왔네요! 술을 술술 부르는 음식이지만 꼬맹이도 있고 낮이라 참느라 힘들었습니다.😂

계산하고 나오는데 사장님이 이번주 지나면 리뉴얼 공사 들어간다고……. ㅠ 너무 슬프네요ㅠㅠㅠㅠㅠ

오늘도 맛있게 먹고 갑니다!",[]
가야해장,오늘 처음 와봤는데 너무 맛있어요~ 부모님이 너무 맛있다고 극찬을 하시네요😊재 방문의사 1000%있습니다. 친절하게 잘 대해주셔서 감사합니다.,['친절함']
가야해장,"점심시간은 예약이 안된대요.
아이들과 가니 걱정이되서 별도의 룸에서 먹지못한다니 아쉬웠어요.
아이들먹을 소고기뭇국
우리먹을 곱창전골+소고기김치전

밑반찬으로 나온 양파, 기본소스 너무 맛있었어요!!
곱창전골;맨 위에 있어 시켰지만 뭔가 잘못된느낌.. 너무 밍밍했지만 서울의 맛은 이런건가 생각함..
소고기김치전은 고기씹히는건 없는데 엄청 든든함.
다들 이걸로 배채웠으나 많이 아쉬웠음.
소고기뭇국은 무가 잔뜩 들어가서 구수함보다는 시원함이 강했음(같이 갔던 아이들은 잘 안먹었는데 우리애는 잘먹음)

직원분은 잘모르겠으나 사장님이 엄청 친절하심.
계속 나와서 신경써주셨음.

다음에 가게된다면 그때는 전골류보다는 1인1국밥으로 먹어야할곳.
기사식당맛집 찾아온거라 그런지 아이들에게는 불편할수도 있음.","['친절함', '중독성']"
가야해장,직원도 친절하고 혼밥하기 딱이에요! 깍두기도 짱맛탱,['친절함']
가야해장,"전날의 숙취가 싹 날아가는 얼큰하니 시원한 국물 맛이 일품인 해장국입니다
클래식한 느낌의 옛날식 소머리국밥에 안에 푸짐하게 들어간 우거지와 살코기가 아주 예술👍🏻","['양많음', '속풀이']"
가야해장,"맑은해장국 국물이 완전 맛있어요!!
갈비탕먹는 느낌이에요
고기도 완전 연하고
고기찍어먹는 소스도 너무 맛있어요!",['속풀이']
가야해장,"독특한 계란 후라이까지ᆢ
독특하고
맛있고
가격도 좋아요",['특별함']
가야해장,"음식 주문 한거 누락되고
다먹으니까 음식나오고
최악입니다.
기본이 안되어 있는 음식점!!!!!!!!!",[]
가야해장,"말같지도 않은 서비스와
경쟁력 없는 맛의 음식 내돈주고 드시고 싶다면 여기 가세요

식사메뉴인 탕 하나와 전을 시켰는데
탕만 나오고 전이 나올 기미가 없어 주문 들어간게 맞냐 한번 더 문의했더니

주문받은 서버도 아리까리한지(?) 다시 확인 후 돌아와
'탕은 7-8분 걸리고 애초에 전은 20분 정도 걸리니까 기다리라' 는게 말입니까?

무작정 안나오냐고 따진 것도 아니고 기다리지 않는다고 한것도 아닌데 안내도 안했던 20분 들먹이는 게 너무 불쾌했습니다
그럼 주문 시 안내하던가요

얼마나 잘나오나 보자 했더니 크기만 큰 축축한 전이구요
잘린부분 빼고 나머지 다 남겼습니다
이딴 가게에 돈 한푼 더 쓰기 싫어서 소주 시킨것도 안까고 그대로 환불했어요

나이 지긋한 여성 서버분 그딴식으로 서비스하지 마세요",[]
가야해장,맛있어요!!,[]
가야해장,너무 맛있습니다 다음에 또 오겠습니다 감사합니다,[]
가야해장,이쁜 곳에서 맛있는 식사하고 갑니다😆😆,[]
가야해장,안에들어가면 130년 된 한옥에서 식사 할 수 있는 곳이에요. 음식 맛잇고 직원들 친절해서 자주 이용합니다.,['친절함']
가야해장,"양선지해장국 10,000원
11시에 오픈합니다.
이전엔 안되요^^",['속풀이']
가야해장,해장국을 먹으러 들렸는데 저녁을 맛있게 먹었어요,['속풀이']
가야해장,"오늘 *우거지소고기국밥* 크게 기대하지 않아서 사진을 안찍었는데..
정말 너무 너무 맛있었습니다!
퍽퍽한 고기 안좋아하는데 전혀 그렇지 않았고 부드러웠고, 얼큰한거 싫어해서 덜맵게 해달라고 했는데 간도 딱 맞았고 너무나도 시원한 국밥이였습니다!
너무 맛있게 먹은 탓에 체인점인지 물어봤던 손님입니다 ㅎㅎ
선지를 제가 좋아하진 않아서 이것만 매주 주일마다 먹을 예정인데 변질되지 않는 맛으로 오래오래 부탁합니다!
확장하신다고 하셨는데 더 대박나시길 기도드립니다!!
(목동에도 생겼으면 좋겠다....제발...)",['매움']
가야해장,풍성히 먹고 연말모임 잘하고 갑니다!!!!,[]
가야해장,"주차가 된다는 점 제외 모든 점이 별로였어요-

양선지해장국에서 잡내 나는 부분은 이해합니다.
충분히 그럴 수 있는 음식인지라.
뚝배기 불고기에서 냄새나는 건 30년 이상 살면서 처음입니다. 고민하시는 분이 있다면 완전 비추천드려요

고기가 언 채로 넣었는지 다 뭉쳐있고,
끔찍 수준이었어요-

제가 예민해서 그렇게 느끼는지하여 옆 직원분께 먹어보라고 권유했고 그 분은 어떻게 먹고 있냐고
이야기할 정도였습니다.","['냄새없음', '속풀이']"
가야해장,"아주 살짝 웨이팅 했으나
와 진짜 국물 대끼립니더!!!

소주가 술술",[]
가야해장,"직원들이 너무너무 불친절해서 아침부터 기분이 참 잡채가 되었어요^^ 밥이 목구멍으로 넘어가는지 귓구멍으로 가는지 모르겠어요! 리뷰 맛깔나게 써드릴려는데 욕 쓰기에도 화가나서 하하 그렇게 장사하지 마세요~
곧 없어질듯요~!",['친절함']
가야해장,근처에 볼 일 있어서 처음 와본 곳 인데 국물이 정말 맛있네요! 여자사장님도 너무 친절하셔서 다음에 또 오고 싶어요~~ 잘 먹었습니다 ^^,['친절함']
가야해장,매운고추 부탁드려 넣어 먹으니 더 맛있었습니다! 혼밥하기도 좋은 곳이군요.,[]
가야해장,"해장국이 맛있어요
직원분들도 친절하구요","['친절함', '속풀이']"
가야해장,좋아요,[]
가야해장,"리뷰 보고 갔어야 했는데...
너무 배가고파 갔는네 남기곤 나온..
양평해장국 매니아인데 ..
제기준으로는 여긴 한참 모자라네요...
두번 방문은 없을 것 같아요..",['속풀이']
가야해장,"양선지해장국으로 저녁을 해결하려고 서울목해장국집에 드렸어요
이곳의 양선지 해장국은 맛과 양을 한꺼번에 만족시키는 곳입니다",['속풀이']
가야해장,종종 친구랑 밥먹으러 오는 곳. 해장국도 너무 맛있고 나의 최애는 불스지!!!🩷 안채에 한옥 분위기가 너무 좋아 연말모임 예약하고 갑니다!,"['분위기좋음', '속풀이']"
가야해장,매장 쾌적하고 맛있고 간단히 먹고가기 너무 좋네요~~,[]
가야해장,라스트오더 10분 전에 방문했는데 얼른 먹고 갈 생각으로 방문했으나 20분 만에 먹고 갈 수 있냐고 해서 먹겠다 했습니다. 안에 단체팀 2팀 이상 있었는데 그 사람들보다는 빨리 먹고 나갔습니다. 직원분 서비스가 별로였어요. 지나가면서 양 얼마나 남았는지 보고 가시고 전체적으로 불편해서 재방문 안 합니다. 10시 20분까지 먹고 나가라고 할 거면 영업시간 11시까지라고 적어 놓지를 마세요.,['재방문']
가야해장,"비좁은 매장에 한 테이블이라도 더 넣겠다고 옆테이블 손님 식사하는거 다 치고 지나가야할정도로 테이블 배치해놓고서는,
네명자리에 두명 안내했다가 네명손님 오자마자 옮겨주시면 안되냐는게 아니라 “옮겨주셔야겠다”라고 통보하는데 박차고 나가려다가 그만 기분나쁘고 싶어서 참았습니다.

물잔 달라는데 옆테이블 가로질러서 뻗어주지를 않나
맹물같은 해장국에 설탕덩어리 깍두기는 말하자면 입아파요~",['속풀이']
가야해장,굿,[]
가야해장,깎두기가 좀더 맛있으면 좋겠습니다. 맛있는 해장국이 깍두기 덕분에 별점 감점입니다.,['속풀이']
가야해장,주인이 바뀐건지 처음보는 분이 계셨는데 친절해요,['친절함']
가야해장,"국물 깔끔하고 건더기가 푸짐 했습니다
제가 몸이 커서 그런지 테이블은 좀 작았습니다","['분위기좋음', '양많음']"
가야해장,"음식 양도 많고 무엇보다 가게가 너무 청결해요!
분위기도 좋아서 친목 모임도 너무 좋고 그냥 밥 먹으러 오기도 좋을 것 같아요!!
좋은 가게 발견해서 좋습니다!",['분위기좋음']
가야해장,"가성비도 좋고 맛도 좋아요.
전골류, 전 종류도 좋고, 양무침은 안주로 최고예요
소고기 땡초 부추전도 별미네요. 크기도 어마어마하고, 밀가루 적어서 좋아요.
하루전 예약하면 안쪽 공간, 한옥채에서 먹을 수 있어요.
한옥채 분위기 짱입니다.","['분위기좋음', '가성비']"
가야해장,서울 목해장국 ~~^^ 양선지해장국 주문 국물얼큰하고 고기도 많고요 선지도 고소해서 맛있어요 고기랑선지 소스에 찍어먹고 밥말아서 먹으면 든든해요,['속풀이']
가야해장,우거지소고기국밥을 시켰는데 국물이 깔끔하고 같이 나온 간장소스에 고기를 찍어 먹으니 정말 맛있었어요! 그리고 건더기도 많고 다대기도 따로 넣어 먹을 수 있어 매운 걸 잘 못먹는데도 맛있게 잘 먹었습니다!,['분위기좋음']
가야해장,지나다닐때마다 손님이 항상 많아서 꼭한번 와 보고 싶었어요!! 해장국 맛있고 가성비 넘넘 좋아요 ㅎㅎ자주 올게요❤️,"['가성비', '속풀이']"
가야해장,"해장이 필요할 때마다 찾는 곳.
양선지해장국 양도 푸짐하고 국물맛도 깔끔합니다~","['분위기좋음', '양많음', '속풀이']"
가야해장,여기는 해장국도 맛있고 모둠수육에 백세주가 진짜입니다,['속풀이']
가야해장,"수육 국물도 맛있고 야채까지 맛있어요!
불스지도 매콤해서 술이 술술🍺🍺
둘다 술안주로 제격입니다👍👍👍",['매움']
가야해장,"깍두기...별로
1만3천원짜리 특양해장국? 별로
돈이 아까웠다!",['속풀이']
가야해장,"요즘 자주 오는 최애맛집 입니다
음식들이 전부 맛잇어요~
자꾸 생각나서 자꾸 찾게 되는 맛집입니다","['재방문', '중독성']"
가야해장,"곱창전골이 먹고싶어서 들른 맛집이에요
선지해장국이나 식사류 맛있을것같아요
생각나면 재방문하려구요","['재방문', '중독성', '속풀이']"
가야해장,"얼큰하고 맛있어요ㅎㅎㅎㅎㅎ
친절하셔서 좋아요!",['친절함']
가야해장,친절합니다,['친절함']
가야해장,"비는 안오고 날씨가 꿉꿉해서 오랜만에 곱창전골에 전하나 먹을까 하다가 가격대가 있어서 추천메뉴라고 쓰여진 잔치삼겹무침을 주문하고 소고기땡초부추전을 주문했습니다.

손님은 많지 않았는데 주문하고 기다리는중에 직원분이 오시더니 뭐 때문에 오래기다려야한다고 두번 정도 얘기하셨는데 다른걸 주문하라고 하시는건지 명확하게 설명을 해주지 않아서 왜 그러셨는지는 잘 모르겠습니다.

얼마전에 수제비해장국이랑 우동해장국 먹고 괜찮았어서 다음에 비오면 다른거 먹으러 와보자고 해서 다시 방문해봤는데, 이번에 주문한 메뉴들은 실패한 느낌이었습니다.

잔치삼겹무침은 미나리 비빔국수말고 삼겹이랑 만두는 왜 추천메뉴인지 좀 아리송했고, 소고기땡초부추전은 크기는 컸는데 눅눅함이 있고 소고기랑 땡초 맛은 잘 느껴지지 않아서 아쉬웠습니다.",['속풀이']
가야해장,"너무맛있어서 코박고 먹었습니다!!
양이 적당하고 맛있습니다!
얼큰하고 담백하니 술이 숭술술 들어가네요😊👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",[]
가야해장,용산 맛집이에요!!! 특양선지해장국 먹었는데 정말 맛있고 양도 많았습니다ㅎㅎ 직원분들도 친절하셔서 기분 좋게 식사했어요 다음엔 우거지소고기 먹어보려고용~~~,"['친절함', '속풀이']"
가야해장,"음식퀄리티와 비쥬얼이 최고에요~
깨끗한 식당 분위기가 좋아요",['분위기좋음']
가야해장,"잘 찍은줄 알았는데 카메라에 김이서려 ㅡㅡ

자극적인 양평해장국을 좋아하지만 목해장국만의 타협을 본 맛입니다.",['속풀이']
가야해장,💕 서울목해장국~~^^ 대표메뉴 양선지는 역시 해장에 끝내줘요.~~ ㅋㅋㅋ,['속풀이']
가야해장,친절해요,['친절함']
가야해장,"선지 좋아해서 왔어요!! 여기 인생 선지 맛집👍 정말 부드랍고 탱글합니다.
양선지도 진하고 맛있어요! 재방문의사 100%",['재방문']
가야해장,많이 안 맵고 맛있네요!!,['매움']
가야해장,맛은있어요,[]
가야해장,"곱창전골 맛있게 먹고 왔습니다 !
맛있어서 후기도 작성하였습니다 ~

https://m.blog.naver.com/dldltmf0228/223434165019",[]
가야해장,좋아요,[]
가야해장,뜨끈한 수육 건강해지는 맛이예요 매장 넓고 좋아요,[]
가야해장,일반선지보다 양선지해장국이 좀 진한느낌임 2천원 더 ㄴ내고 먹을만 한듯..양이 확 늘어서 좋음 먹자마자 소주땡김..점심이라 참았는데 아쉽네여,['속풀이']
가야해장,진짜 맛있고 혼자도 자주오고 같이 술한잔 하기도 좋아요,[]
가야해장,부모님이 가보고 싶다고 하셔서 왔는데 맛있네요 :),[]
가야해장,수육전골 맛있어요!!! 양무침도 기대가 되네용! 맨날 지나가면서만 보다가 먹으러 오니 좋아요! 나중엔 낮술하러 올까봐요!! 강추입니댜!!!,[]
가야해장,"해장국.곱챵전골 먹어봤고 오늘은 매운거 도전!
부추 보이는 접시는 양무침
리뷰하면 서비스 주시는..맛있음",['속풀이']
가야해장,"선지해장국만 먹었는데, 뚝배기당면불고기도 맛있어요! 다음에 또 올게요! 잘먹었습니다",['속풀이']
가야해장,"곱창전골에 곱창이 부들부들 맛잇네요
소고기땡초부추전 맛잇는데 오래걸려요^^
주문때 미리알려주셔서 느긋이 기다렷네요",[]
가야해장,특양선지해장국에 소주한잔 ㅋ,['속풀이']
가야해장,깔끔한 맛,['분위기좋음']
가야해장,"짠맛을 싫어하는데 여간 딱 좋은듯요
특으로 시켰는데
와....
면발처럼 많이 넉넉히 들어있고
선지도 많고
술쟁이 분들은 못참으실듯요",['짠맛']
가야해장,"주차가 편해서 오게되었는데
와우 모둠수육 비쥬얼도 좋고 맛도 예술입니다^^
양선지해장국도잡내전혀없고 굳굳~~깍두기 계속 들어갑니다ㅋㅋ 담에 또 오고싶어요^^","['냄새없음', '중독성', '속풀이']"
가야해장,모듬수육 먹고싶어서 재방문한 숙대입구 맛집 서울목해장국!! 해장국도 맛있어요 ㅎㅎ,"['재방문', '속풀이']"
가야해장,"비오는 날 운치있게 한옥에서 김치전에 불스지에
여기 해장국도 완전 맛있고 특히 일하시는 분들의 에너지도 좋고 음식맛 서비스 모두다 최고 예요
택시비 2만원이 안아까워요
오래도록 먹고 싶네요",['속풀이']
가야해장,"회사 선배랑 처음온 가게인데
기가 맥히네요 다들 술한잔 땡길 때 들려보세요!!",[]
가야해장,"곱창전골 먹었는데, 너무 맛있어요. 재료가 신선하고 양도푸짐하고 얼큰하고 맛있었어요, 숙대 제일 맛집으로 추천합니당",['양많음']
가야해장,서울 목해장국 ~~ 양선지해장국 맛있어요 😆 😆,['속풀이']
가야해장,"양도 많고 맛있어요
먹자마자 합격..!!",[]
가야해장,"맛있어요~
늘 찾는곳입니다!
추천합니다!",[]
가야해장,"맛있게 먹겠습니다! 감사합니다!
이번에 바겼다고 하네요~ 한우곱창
부산 누나가 만들어주는! 맛깔끼노",[]
가야해장,"해장국먹으러 종종 옵니다 정말 맛있어요! 동네에 이런것니 있어서 너무 좋아여!!
양무침도 해장국도 굳굳",['속풀이']
가야해장,"주차도 가능하고 일회용 앞치마도 있고, 음식까지 맛있어서 여러모로 넘 좋아요~ 첫방문인데 재방문각이에요~~",['재방문']
가야해장,해장국메뉴가 다양했으면 좋겠어요~천원 계란후라이가 없어져서 아쉬워요~,['속풀이']
가야해장,서울 목해장국 ~~ 숙대입구에 있어요 양선지 해장국 맛있어요 ^^,['속풀이']
가야해장,"서울 데이트로 추천드려요~
허기 질 때 쯤 방문했는데 웨이팅 없이 입장해서
신나게 먹고왔네요

매운거 좋아하시면 꼭!꼭!꼭 오셔서 불스지 드셔보세요.
진짜 미쳐버린 맛입니다!

술이 술술들어갔어요!
저희는 담에 또 방문합니다!",[]
가야해장,"해장국이 시원하고 얼큰하니 너무 맛있어요 !!!
매장도 청결하고 직원 분도 친절하셔서 가주 먹으러 가는 곳 입니다~","['분위기좋음', '친절함', '속풀이']"
가야해장,제가 너무 사랑하는 해장국집이에요ㅎㅎ 오늘도 잘 먹고 갑니당☺️✨ 너무 맛있어요🩷,['속풀이']
가야해장,역시나 맛있네요!!ㅎㅎ 굿입니다.,[]
가야해장,"특양선지 너무 맛있어요!!!!
해장엔 역시 선지해장국이죠",['속풀이']
가야해장,"항상 해장국만 먹으러 오다가 불스지 먹으러 왔습니다
양도 많고 맛있습니다
리뷰이벤트로 주시는 양무침도 양이 많고 맛있습니다","['양많음', '속풀이']"
가야해장,항상 저의 해장을 책임지는! 광명 시흥에서도 서울목먹으러 오곤합니다 역시 오눌듀 퇴근하규 먹는 해장국은 존맛이네요!! 잘먹겠습니다 유늘듀💓,['속풀이']
가야해장,"수육도 괜찮고 해장국도 맛있었어요 공간이 넓어서 좋구요 가성비도 괜찮은듯 선지 해장국만 있는것이 아니니 부담없이 들르셔도 될듯하고 선지 빼달라고 하면 다른 부위를 더 넣어주십니다!

-일부 금액 블로그 협찬 받았습니다","['가성비', '속풀이']"
가야해장,"해장국은 진즉에 먹어봐서 맛집인거 알고 있었음.
오늘은 식사보다는 안주위주로
들어갈 때는 수육에, 양무침, 묵무침 등....
이것저것 시킬 생각으로 들어가 먼저 '수육'으로 시~작
결국...이것 조차 다 먹지 못하고...ㅋㅋ
참고로 2명이 갔음
수육은 수육전문점 보다도, 설렁탕 전문점 보다도 월등한 맛임
다들 곱창전골을 시키더만....수육이 더 맘에 들었음
두종류의 부위가 나누어져 있고, 그 두종류가 서로 다른 맛을
가지고 있어 더 좋았음.
수육국물은 맑은 것이 그냥 '물'인줄 알았는데
이또한 완벽한 곰탕국물이었음.
곰탕은 고기로만 국물을 내서 맑은 것이 특징인데
수육국물이 바로 그거임.
바로 밥 한공기 말아버리고 싶었던 것을 참음 ㅋㅋ
어느새 가득한 홀에서 맛있게 먹고 일어남.",['속풀이']
가야해장,매장도 쾌적하고 넓어서 마음에 들고 국밥도 국물이 진하고 맛있어요! 생각보다 자극적이지 않고 딱 좋네요 같이 나오는 깍두기도 킥입니덩 해장할때 종종 방문할 것 같아요! 😊😊,['속풀이']
가야해장,"적당한 가격 적당히 많음 양
간도 세지 않은 편임
별점으로 치면 음식만 놓고보면 3.5 정도.. 가격감안하면 4점 정도..",[]
가야해장,"집 앞에 있어서 자주 오는데 올때마다 항상 만족합니다!! 너무 맛있어요~
특히 곱창전골 비오는 날씨에 추천드립니다!",[]
가야해장,"기본 반찬에
냄새 없이 깔끔한~~
간은 조금 간간한~~
선지가 많이 들어있어 좋은~",['분위기좋음']
가야해장,"매번오는곳인데 맛있어여 술 먹고 해장하러 오면 완전 굿입니다
분위기 좋고 깔끔하거 무엇보다 맛있아요~👍🏻👍🏻🌟","['분위기좋음', '속풀이']"
가야해장,"고기가 두툼한데 부드러워요~
야채랑 같이 소스찍어먹으면 맛있어요
잘 먹었습니다",[]
가야해장,음식 빨리나오고 친절하고 맛있어요!! 무조건 자주갈거에요,['친절함']
가야해장,친구가 맛있게 먹었다는 소고기무국 포장으로 주문했는데 국포장만 넣어주고 깍두기나 다른찬이나 밥은 안준다는곳이라 실망스러웠던 기억의 식당~,['포장추천']
가야해장,양선지해장국 맛있어요.,['속풀이']
가야해장,오랜만에 가족 외식 나왔어요. 뜨근 한것도 먹고싶고 고기도먹고 싶어서 소주도 한잔하구요. 친절하고 맛있네요.,['친절함']
가야해장,여기 진짜 맛있네요 맛있다는 소문 듣고왔는데 인테리어도 깨끗하고 대화해도 소리 안울리고 대화하기 너무 좋고 음식도 맛있어요 진심 최고 또올거같아요,['분위기좋음']
가야해장,굳,[]
가야해장,해장국 맛있어요. 이번엔 깍두기 잘 익어서 맛있어요. 고추는 너무 맵습니다.,"['매움', '속풀이']"
가야해장,"오픈 초기에 갔을 땐 맛이 그닥이어서 다시 잘 안 가게 됐는데, 점점 메뉴도 많아지고 손님도 많아지는거 보고 다시 가봤어요..선지해장국 맛있어요. 추천할 정도로요..다만 깍두긴 좀 덜 익었어요.","['재방문', '속풀이']"
가야해장,"냄새도 안나고 무난하게 먹을만했습니다.
낮술하시는 분들이 많아요",[]
가야해장,"넘 맛있어서 생각날 때마다 자주 와요❤️❤️
다들 꼭 먹으러 오세요 헤헤",[]
가야해장,맛있게 먹었습니다,[]
가야해장,처음 친구들과 방문했는데 너무 맛있었고 다음에 또 시간되면 와보고 싶어요,[]
