name,address,phone,category,lat,lng,id,url
스타벅스 숙대입구역점,서울 용산구 갈월동 69-5,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,37.54424921,126.9719463,19776027,https://pcmap.place.naver.com/place/19776027
헤브어트리,서울 용산구 갈월동 59-8,070-7537-3499,음식점 > 카페,37.54535223,126.9728149,1668156845,https://pcmap.place.naver.com/place/1668156845
라이언스커피로스터스,서울 용산구 갈월동 69-75,010-2894-0874,음식점 > 카페 > 커피전문점,37.54587453,126.9716084,37371125,https://pcmap.place.naver.com/place/37371125
꼬마카롱,서울 용산구 갈월동 51-2,010-5644-4137,음식점 > 카페 > 테마카페 > 디저트카페,37.54631133,126.9747971,1777619623,https://pcmap.place.naver.com/place/1777619623
오사카부루스 숙대입구점,서울 용산구 갈월동 69-46,02-3333-4444,음식점 > 술집 > 실내포장마차,37.54437891,126.9717606,1856174787,https://pcmap.place.naver.com/place/1856174787
감베로니,서울 용산구 갈월동 89-22,02-3273-1791,음식점 > 양식 > 이탈리안,37.54298781,126.9719422,13575194,https://pcmap.place.naver.com/place/13575194
타코 우루아판,서울 용산구 갈월동 58-3,010-2201-4345,음식점 > 양식 > 멕시칸,37.54567944,126.9734575,1604796904,https://pcmap.place.naver.com/place/1604796904
더블랙웨일바,서울 용산구 갈월동 28-12,010-7658-1789,음식점 > 양식 > 피자,37.54583722,126.9739135,1903881715,https://pcmap.place.naver.com/place/1903881715
갈월이골목,서울 용산구 갈월동 50-6,070-8955-1789,음식점 > 양식 > 이탈리안,37.54607694,126.9741635,1878639835,https://pcmap.place.naver.com/place/1878639835
도미노피자 후암점,서울 용산구 갈월동 53-19,02-757-4513,음식점 > 양식 > 피자 > 도미노피자,37.54548221,126.9738423,11781889,https://pcmap.place.naver.com/place/11781889
퍼즈남영,서울 용산구 갈월동 90-15,070-7756-0414,음식점 > 양식,37.54305995,126.9722183,1564455980,https://pcmap.place.naver.com/place/1564455980
스톤스,서울 용산구 갈월동 7-171,010-9885-5869,음식점 > 양식,37.5472534,126.9730654,1137897225,https://pcmap.place.naver.com/place/1137897225
한강로칼국수,서울 용산구 갈월동 59-4,02-797-2848,음식점 > 한식,37.54542078,126.9731091,1361722409,https://pcmap.place.naver.com/place/1361722409
남영동양문 본점,서울 용산구 갈월동 89-34,02-719-1994,음식점 > 한식 > 육류 갈비,37.54310853,126.9718924,1134380329,https://pcmap.place.naver.com/place/1134380329
원동미나리삼겹살,서울 용산구 갈월동 92-13,0507-1441-9938,음식점 > 한식 > 삼겹살,37.54224366,126.9722887,1993434921,https://pcmap.place.naver.com/place/1993434921
대관령목장,서울 용산구 갈월동 87-14,02-714-4565,음식점 > 한식 > 육류,37.5440005,126.9718015,18128511,https://pcmap.place.naver.com/place/18128511
제일어버이순대 본점,서울 용산구 갈월동 98-52,02-794-0480,음식점 > 한식 > 순대,37.54157506,126.9720152,21660890,https://pcmap.place.naver.com/place/21660890
라화쿵부 숙대점,서울 용산구 갈월동 90-17,02-711-8558,음식점 > 중식 > 중국요리 > 라화쿵부,37.54297797,126.9722828,1565109720,https://pcmap.place.naver.com/place/1565109720
워크샵서울,서울 용산구 갈월동 3-3,010-4835-8512,음식점 > 중식,37.54932186,126.9720632,1642455858,https://pcmap.place.naver.com/place/1642455858
부자반점,서울 용산구 갈월동 89-14,02-718-7889,음식점 > 중식 > 중국요리,37.54292566,126.9720509,1648554774,https://pcmap.place.naver.com/place/1648554774
다복향마라탕 남영직영점,서울 용산구 갈월동 93-60,0502-5551-2227,음식점 > 중식 > 중국요리,37.54206602,126.9716585,1538918457,https://pcmap.place.naver.com/place/1538918457
마구로참치1980,서울 용산구 갈월동 101-49,02-790-1161,음식점 > 일식 > 참치회,37.54158596,126.9724134,1052201746,https://pcmap.place.naver.com/place/1052201746
철길우동까스,서울 용산구 갈월동 69-68,0507-1413-1240,음식점 > 일식 > 돈까스,37.54415447,126.9714145,1584543298,https://pcmap.place.naver.com/place/1584543298
마이프렌드쎄르지오,서울 용산구 갈월동 59-8,02-790-3229,음식점 > 술집 > 와인바,37.54535223,126.9728149,1699102118,https://pcmap.place.naver.com/place/1699102118
